پایگاه داده جامع فیدهای RSS رسانه‌های داخلی ایران — نسخه گسترش‌یافته,,,,,,,,
172,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://alef.ir/rss/,فعال
173,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://alef.ir/rss/id/1,فعال
174,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://alef.ir/rss/id/2,فعال
175,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,اجتماعی,https://alef.ir/rss/id/3,فعال
176,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,ورزشی,https://alef.ir/rss/id/5,فعال
177,الف,Alef,پایگاه خبری آنلاین,سراسری,FA,بین‌الملل,https://alef.ir/rss/id/6,فعال
178,رجانیوز,Rajanews,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.rajanews.com/rss/allnews,فعال
179,رجانیوز,Rajanews,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.rajanews.com/rss/tp/1,فعال
180,رجانیوز,Rajanews,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.rajanews.com/rss/tp/2,فعال
181,رجانیوز,Rajanews,پایگاه خبری آنلاین,سراسری,FA,اجتماعی,https://www.rajanews.com/rss/tp/3,فعال
182,رجانیوز,Rajanews,پایگاه خبری آنلاین,سراسری,FA,فرهنگی,https://www.rajanews.com/rss/tp/4,فعال
183,آفتاب نیوز,Aftab News,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.aftabnews.ir/fa/rss/allnews,فعال
184,آفتاب نیوز,Aftab News,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.aftabnews.ir/fa/rss/tp/1,فعال
185,آفتاب نیوز,Aftab News,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.aftabnews.ir/fa/rss/tp/2,فعال
186,آفتاب نیوز,Aftab News,پایگاه خبری آنلاین,سراسری,FA,اجتماعی,https://www.aftabnews.ir/fa/rss/tp/3,فعال
187,آفتاب نیوز,Aftab News,پایگاه خبری آنلاین,سراسری,FA,ورزشی,https://www.aftabnews.ir/fa/rss/tp/5,فعال
188,اعتمادآنلاین,Etemadonline,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.etemadonline.com/fa/rss/allnews,فعال
189,اعتمادآنلاین,Etemadonline,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.etemadonline.com/fa/rss/tp/1,فعال
190,اعتمادآنلاین,Etemadonline,پایگاه خبری آنلاین,سراسری,FA,اجتماعی,https://www.etemadonline.com/fa/rss/tp/3,فعال
191,اعتمادآنلاین,Etemadonline,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.etemadonline.com/fa/rss/tp/2,فعال
192,بولتن نیوز,Bultannews,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.bultannews.com/fa/rss/allnews,فعال
193,بولتن نیوز,Bultannews,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.bultannews.com/fa/rss/tp/1,فعال
194,بولتن نیوز,Bultannews,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.bultannews.com/fa/rss/tp/2,فعال
195,فردا نیوز,Farda News,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.fardanews.com/fa/rss/allnews,فعال
196,فردا نیوز,Farda News,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.fardanews.com/fa/rss/tp/1,فعال
197,فردا نیوز,Farda News,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.fardanews.com/fa/rss/tp/2,فعال
198,فردا نیوز,Farda News,پایگاه خبری آنلاین,سراسری,FA,اجتماعی,https://www.fardanews.com/fa/rss/tp/3,فعال
199,خبر فارسی,KhabarFarsi,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://khabarfarsi.com/rss,فعال
200,خبر فارسی,KhabarFarsi,پایگاه خبری آنلاین,سراسری,FA,فوری,https://khabarfarsi.com/rss/urgent,فعال
201,خبر فارسی,KhabarFarsi,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://khabarfarsi.com/rss/c/1,فعال
202,خبر فارسی,KhabarFarsi,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://khabarfarsi.com/rss/c/2,فعال
203,دیپلماسی ایرانی,Iranian Diplomacy,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,http://irdiplomacy.ir/fa/rss/allnews,فعال
204,دیپلماسی ایرانی,Iranian Diplomacy,پایگاه خبری آنلاین,سراسری,FA,سیاست خارجی,http://irdiplomacy.ir/fa/rss/tp/1,فعال
205,صاحب‌خبر,Sahebkhabar,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://sahebkhabar.ir/rss,فعال
206,صاحب‌خبر,Sahebkhabar,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://sahebkhabar.ir/rss/tp/1,فعال
207,صاحب‌خبر,Sahebkhabar,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://sahebkhabar.ir/rss/tp/2,فعال
208,شهرخبر,Shahrekhabar,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.shahrekhabar.com/rssfeeds,فعال
209,شهرخبر,Shahrekhabar,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.shahrekhabar.com/rssfeeds/1,فعال
210,شهرخبر,Shahrekhabar,پایگاه خبری آنلاین,سراسری,FA,اقتصادی,https://www.shahrekhabar.com/rssfeeds/2,فعال
211,خبربان,Khabarban,پایگاه خبری آنلاین,سراسری,FA,همه اخبار,https://www.khabarban.com/rss,فعال
212,خبربان,Khabarban,پایگاه خبری آنلاین,سراسری,FA,سیاسی,https://www.khabarban.com/rss/1,فعال
213,همشهری,Hamshahri,روزنامه,سراسری,FA,همه اخبار,http://hamshahrionline.ir/page/rss_page,فعال
214,همشهری,Hamshahri,روزنامه,سراسری,FA,سیاسی,https://www.hamshahri.ir/rss/id/1,فعال
215,همشهری,Hamshahri,روزنامه,سراسری,FA,اقتصادی,https://www.hamshahri.ir/rss/id/2,فعال
216,همشهری,Hamshahri,روزنامه,سراسری,FA,اجتماعی,https://www.hamshahri.ir/rss/id/3,فعال
217,همشهری,Hamshahri,روزنامه,سراسری,FA,شهری,https://www.hamshahri.ir/rss/id/8,فعال
218,همشهری,Hamshahri,روزنامه,سراسری,FA,فرهنگی,https://www.hamshahri.ir/rss/id/4,فعال
219,کیهان,Kayhan,روزنامه,سراسری,FA,همه اخبار,https://www.kayhan.ir/fa/rss/allnews,فعال
220,کیهان,Kayhan,روزنامه,سراسری,FA,سیاسی,https://www.kayhan.ir/fa/rss/tp/1,فعال
221,کیهان,Kayhan,روزنامه,سراسری,FA,اقتصادی,https://www.kayhan.ir/fa/rss/tp/2,فعال
222,کیهان,Kayhan,روزنامه,سراسری,FA,بین‌الملل,https://www.kayhan.ir/fa/rss/tp/4,فعال
223,کیهان,Kayhan,روزنامه,سراسری,FA,فرهنگی,https://www.kayhan.ir/fa/rss/tp/3,فعال
224,اطلاعات,Ettelaat,روزنامه,سراسری,FA,همه اخبار,http://www.ettelaat.com/et-srv/fa/rss/allnews,فعال
225,شرق,Shargh,روزنامه,سراسری,FA,همه اخبار,https://www.sharghdaily.com/fa/rss/allnews,فعال
226,شرق,Shargh,روزنامه,سراسری,FA,سیاسی,https://www.sharghdaily.com/fa/rss/tp/1,فعال
227,شرق,Shargh,روزنامه,سراسری,FA,اقتصادی,https://www.sharghdaily.com/fa/rss/tp/2,فعال
228,شرق,Shargh,روزنامه,سراسری,FA,اجتماعی,https://www.sharghdaily.com/fa/rss/tp/3,فعال
229,شرق,Shargh,روزنامه,سراسری,FA,فرهنگی,https://www.sharghdaily.com/fa/rss/tp/4,فعال
230,ایران,Iran Newspaper,روزنامه,سراسری,FA,همه اخبار,https://www.iran-newspaper.com/fa/rss/allnews,فعال
231,ایران,Iran Newspaper,روزنامه,سراسری,FA,سیاسی,https://www.iran-newspaper.com/fa/rss/tp/1,فعال
232,ایران,Iran Newspaper,روزنامه,سراسری,FA,اقتصادی,https://www.iran-newspaper.com/fa/rss/tp/2,فعال
233,وطن امروز,Vatan Emruz,روزنامه,سراسری,FA,همه اخبار,https://www.vatanemrooz.ir/fa/rss/allnews,فعال
234,وطن امروز,Vatan Emruz,روزنامه,سراسری,FA,سیاسی,https://www.vatanemrooz.ir/fa/rss/tp/1,فعال
235,فرهیختگان,Farheekhtegan,روزنامه,سراسری,FA,همه اخبار,https://farheekhtegan.ir/fa/rss/allnews,فعال
236,فرهیختگان,Farheekhtegan,روزنامه,سراسری,FA,دانشگاهی,https://farheekhtegan.ir/fa/rss/tp/1,فعال
237,فرهیختگان,Farheekhtegan,روزنامه,سراسری,FA,اقتصادی,https://farheekhtegan.ir/fa/rss/tp/2,فعال
238,جوان,Javan,روزنامه,سراسری,FA,همه اخبار,https://www.javanonline.ir/fa/rss/allnews,فعال
239,جوان,Javan,روزنامه,سراسری,FA,سیاسی,https://www.javanonline.ir/fa/rss/tp/1,فعال
240,خراسان,Khorasan,روزنامه,سراسری,FA,همه اخبار,https://www.khorasannews.com/fa/rss/allnews,فعال
241,خراسان,Khorasan,روزنامه,سراسری,FA,سیاسی,https://www.khorasannews.com/fa/rss/tp/1,فعال
242,خراسان,Khorasan,روزنامه,سراسری,FA,اقتصادی,https://www.khorasannews.com/fa/rss/tp/2,فعال
243,آرمان ملی,Arman Meli,روزنامه,سراسری,FA,همه اخبار,https://www.armannews.ir/fa/rss/allnews,فعال
244,آفتاب یزد,Aftab Yazd,روزنامه,سراسری,FA,همه اخبار,https://www.aftabyazd.ir/fa/rss/allnews,فعال
245,صبح نو,Sobh No,روزنامه,سراسری,FA,همه اخبار,https://sobheno.ir/fa/rss/allnews,فعال
246,شهروند,Shahrvand,روزنامه,سراسری,FA,همه اخبار,https://shahrvand-newspaper.ir/fa/rss/allnews,فعال
247,رسالت,Resalat,روزنامه,سراسری,FA,همه اخبار,https://www.resalat-news.com/fa/rss/allnews,فعال
248,جمهوری اسلامی,Jomhouri Eslami,روزنامه,سراسری,FA,همه اخبار,https://www.jomhourieslami.com/rss,فعال
249,قانون,Qanoon,روزنامه,سراسری,FA,همه اخبار,https://www.qanoonmag.ir/fa/rss/allnews,فعال
250,سازندگی,Sazandegi,روزنامه,سراسری,FA,همه اخبار,https://www.sazandegidaily.com/fa/rss/allnews,فعال
251,اعتماد,Etemad,روزنامه,سراسری,FA,همه اخبار,https://www.etemadnewspaper.ir/fa/rss/allnews,فعال
252,اعتماد,Etemad,روزنامه,سراسری,FA,سیاسی,https://www.etemadnewspaper.ir/fa/rss/tp/1,فعال
253,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,همه اخبار,https://donya-e-eqtesad.com/rss,فعال
254,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,بازار سرمایه,https://donya-e-eqtesad.com/rss/id/1,فعال
255,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,ارز,https://donya-e-eqtesad.com/rss/id/2,فعال
256,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,مسکن,https://donya-e-eqtesad.com/rss/id/3,فعال
257,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,انرژی,https://donya-e-eqtesad.com/rss/id/4,فعال
258,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,کسب‌وکار,https://donya-e-eqtesad.com/rss/id/5,فعال
259,دنیای اقتصاد,Donya-e-Eqtesad,رسانه اقتصادی,سراسری,FA,بانک,https://donya-e-eqtesad.com/rss/id/6,فعال
260,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,همه اخبار,https://www.eghtesadnews.com/fa/rss/allnews,فعال
261,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,بورس,https://www.eghtesadnews.com/fa/rss/tp/1,فعال
262,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,ارز,https://www.eghtesadnews.com/fa/rss/tp/2,فعال
263,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,طلا,https://www.eghtesadnews.com/fa/rss/tp/3,فعال
264,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,مسکن,https://www.eghtesadnews.com/fa/rss/tp/4,فعال
265,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,نفت,https://www.eghtesadnews.com/fa/rss/tp/5,فعال
266,اقتصادنیوز,Eghtesad News,رسانه اقتصادی,سراسری,FA,بانک,https://www.eghtesadnews.com/fa/rss/tp/6,فعال
267,اقتصادآنلاین,Eghtesad Online,رسانه اقتصادی,سراسری,FA,همه اخبار,https://www.eghtesadonline.com/fa/rss/allnews,فعال
268,اقتصادآنلاین,Eghtesad Online,رسانه اقتصادی,سراسری,FA,بورس,https://www.eghtesadonline.com/fa/rss/tp/1,فعال
269,اقتصادآنلاین,Eghtesad Online,رسانه اقتصادی,سراسری,FA,ارز,https://www.eghtesadonline.com/fa/rss/tp/2,فعال
270,اقتصادآنلاین,Eghtesad Online,رسانه اقتصادی,سراسری,FA,بانک,https://www.eghtesadonline.com/fa/rss/tp/4,فعال
271,اقتصادآنلاین,Eghtesad Online,رسانه اقتصادی,سراسری,FA,انرژی,https://www.eghtesadonline.com/fa/rss/tp/5,فعال
272,تجارت فردا,Tejarat Farda,رسانه اقتصادی,سراسری,FA,همه اخبار,https://www.tejaratefarda.com/fa/rss/allnews,فعال
273,تجارت فردا,Tejarat Farda,رسانه اقتصادی,سراسری,FA,بازارها,https://www.tejaratefarda.com/fa/rss/tp/1,فعال
274,تجارت فردا,Tejarat Farda,رسانه اقتصادی,سراسری,FA,کسب‌وکار,https://www.tejaratefarda.com/fa/rss/tp/2,فعال
275,تجارت فردا,Tejarat Farda,رسانه اقتصادی,سراسری,FA,اقتصاد کلان,https://www.tejaratefarda.com/fa/rss/tp/3,فعال
276,بورس نیوز,Bourse News,رسانه اقتصادی,سراسری,FA,همه اخبار,https://www.boursenews.ir/fa/rss/allnews,فعال
277,بورس نیوز,Bourse News,رسانه اقتصادی,سراسری,FA,بورس,https://www.boursenews.ir/fa/rss/tp/1,فعال
278,بورس نیوز,Bourse News,رسانه اقتصادی,سراسری,FA,فارکس,https://www.boursenews.ir/fa/rss/tp/2,فعال
279,بورس نیوز,Bourse News,رسانه اقتصادی,سراسری,FA,ارز,https://www.boursenews.ir/fa/rss/tp/3,فعال
280,بورس نیوز,Bourse News,رسانه اقتصادی,سراسری,FA,طلا,https://www.boursenews.ir/fa/rss/tp/4,فعال
281,ایمنا,IMNA,رسانه اقتصادی,سراسری,FA,همه اخبار,https://www.imna.ir/rss,فعال
282,ایمنا,IMNA,رسانه اقتصادی,سراسری,FA,اقتصاد,https://www.imna.ir/rss/id/2,فعال
283,ایمنا,IMNA,رسانه اقتصادی,سراسری,FA,اجتماعی,https://www.imna.ir/rss/id/3,فعال
284,ابرار اقتصادی,Abrar Eqtesadi,رسانه اقتصادی,سراسری,FA,همه اخبار,https://abareqtesadi.ir/fa/rss/allnews,فعال
285,ابرار اقتصادی,Abrar Eqtesadi,رسانه اقتصادی,سراسری,FA,بانک,https://abareqtesadi.ir/fa/rss/tp/1,فعال
286,فایننشال تریبون,Financial Tribune,رسانه اقتصادی,سراسری,EN,همه اخبار,https://financialtribune.com/national.xml,فعال
287,فایننشال تریبون,Financial Tribune,رسانه اقتصادی,سراسری,EN,ملی,https://financialtribune.com/sections/national/rss.xml,فعال
288,فایننشال تریبون,Financial Tribune,رسانه اقتصادی,سراسری,EN,بین‌الملل,https://financialtribune.com/sections/international/rss.xml,فعال
289,فایننشال تریبون,Financial Tribune,رسانه اقتصادی,سراسری,EN,همه فیدها,https://financialtribune.com/content/rss-feeds,فعال
290,ایران دیلی,Iran Daily,رسانه اقتصادی,سراسری,EN,همه اخبار,https://irandaily.ir/News/Feed2,فعال
291,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,همه اخبار,https://www.varzesh3.com/rss/all,فعال
292,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,فوتبال,https://www.varzesh3.com/rss/football,فعال
293,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,فوتبال ایران,https://www.varzesh3.com/rss/iranfootball,فعال
294,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,والیبال,https://www.varzesh3.com/rss/volleyball,فعال
295,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,کشتی,https://www.varzesh3.com/rss/wrestling,فعال
296,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,بسکتبال,https://www.varzesh3.com/rss/basketball,فعال
297,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,فرمول یک,https://www.varzesh3.com/rss/f1,فعال
298,ورزش سه,Varzesh3,رسانه ورزشی,سراسری,FA,تنیس,https://www.varzesh3.com/rss/tennis,فعال
299,گل,Goal,رسانه ورزشی,سراسری,FA,همه اخبار,https://www.goal.com/fa/rss/world,فعال
300,گل,Goal,رسانه ورزشی,سراسری,FA,ایران,https://www.goal.com/fa/rss/iran,فعال
301,گل,Goal,رسانه ورزشی,سراسری,FA,لیگ برتر,https://www.goal.com/fa/rss/leagues/iran,فعال
302,پارس فوتبال,Pars Football,رسانه ورزشی,سراسری,FA,همه اخبار,https://www.parsfootball.com/rss/allnews,فعال
303,پارس فوتبال,Pars Football,رسانه ورزشی,سراسری,FA,لیگ برتر,https://www.parsfootball.com/rss/ligbartar,فعال
304,پارس فوتبال,Pars Football,رسانه ورزشی,سراسری,FA,ملی پوشان,https://www.parsfootball.com/rss/melli,فعال
305,خبر ورزشی,Khabarvarzeshi,رسانه ورزشی,سراسری,FA,همه اخبار,https://www.khabarvarzeshi.com/fa/rss/allnews,فعال
306,خبر ورزشی,Khabarvarzeshi,رسانه ورزشی,سراسری,FA,فوتبال,https://www.khabarvarzeshi.com/fa/rss/tp/1,فعال
307,خبر ورزشی,Khabarvarzeshi,رسانه ورزشی,سراسری,FA,والیبال,https://www.khabarvarzeshi.com/fa/rss/tp/2,فعال
308,فوتبال پرشین,Persian Football,رسانه ورزشی,سراسری,FA,همه اخبار,https://www.persianfootball.com/rss,فعال
309,ایکنا,IQNA,رسانه مذهبی,سراسری,FA,همه اخبار,https://iqna.ir/fa/rss,فعال
310,ایکنا,IQNA,رسانه مذهبی,سراسری,FA,قرآن,https://iqna.ir/fa/rss/tp/1,فعال
311,ایکنا,IQNA,رسانه مذهبی,سراسری,FA,بین‌الملل,https://iqna.ir/fa/rss/tp/2,فعال
312,ایکنا,IQNA,رسانه مذهبی,سراسری,FA,استانی,https://iqna.ir/fa/rss/tp/3,فعال
313,ایکنا انگلیسی,IQNA English,رسانه مذهبی,سراسری,EN,همه اخبار,https://iqna.ir/en/rss,فعال
314,حوزه نیوز,Hawzah News,رسانه مذهبی,سراسری,FA,همه اخبار,https://www.hawzahnews.com/fa/rss/allnews,فعال
315,حوزه نیوز,Hawzah News,رسانه مذهبی,سراسری,FA,علمی حوزوی,https://www.hawzahnews.com/fa/rss/tp/1,فعال
316,حوزه نیوز,Hawzah News,رسانه مذهبی,سراسری,FA,فقه,https://www.hawzahnews.com/fa/rss/tp/2,فعال
317,حوزه نیوز انگلیسی,Hawzah News EN,رسانه مذهبی,سراسری,EN,همه اخبار,https://en.hawzahnews.com/rss,فعال
318,شفقنا,Shafaqna,رسانه مذهبی,سراسری,FA,همه اخبار,https://shafaqna.com/farsi/rss,فعال
319,شفقنا,Shafaqna,رسانه مذهبی,سراسری,FA,بین‌الملل,https://shafaqna.com/farsi/rss/international,فعال
320,اهل بیت نیوز,AhlulBayt News,رسانه مذهبی,سراسری,FA,همه اخبار,https://www.abna24.com/rss,فعال
321,اهل بیت نیوز,AhlulBayt News,رسانه مذهبی,سراسری,EN,همه اخبار,https://en.abna24.com/rss,فعال
322,شیعه نیوز,Shia News,رسانه مذهبی,سراسری,FA,همه اخبار,https://www.shia-news.com/fa/rss/allnews,فعال
323,شیعه نیوز,Shia News,رسانه مذهبی,سراسری,FA,سیاسی,https://www.shia-news.com/fa/rss/tp/1,فعال
324,زومیت,Zoomit,رسانه فناوری,سراسری,FA,همه اخبار,https://www.zoomit.ir/feed,فعال
325,زومیت,Zoomit,رسانه فناوری,سراسری,FA,موبایل,https://www.zoomit.ir/feed/mobile,فعال
326,زومیت,Zoomit,رسانه فناوری,سراسری,FA,هوش مصنوعی,https://www.zoomit.ir/feed/ai,فعال
327,زومیت,Zoomit,رسانه فناوری,سراسری,FA,بازی,https://www.zoomit.ir/feed/gaming,فعال
328,دیجیاتو,Digiato,رسانه فناوری,سراسری,FA,همه اخبار,https://www.digiato.com/feed,فعال
329,دیجیاتو,Digiato,رسانه فناوری,سراسری,FA,موبایل,https://www.digiato.com/feed/mobile,فعال
330,دیجیاتو,Digiato,رسانه فناوری,سراسری,FA,لپ‌تاپ,https://www.digiato.com/feed/laptop,فعال
331,گرداب,Gerdab,رسانه فناوری,سراسری,FA,همه اخبار,https://www.gerdab.ir/fa/rss/allnews,فعال
332,گرداب,Gerdab,رسانه فناوری,سراسری,FA,فضای مجازی,https://www.gerdab.ir/fa/rss/tp/1,فعال
333,ایستنا,ISTNA,رسانه فناوری,سراسری,FA,همه اخبار,https://www.istna.ir/fa/rss/allnews,فعال
334,ایستنا,ISTNA,رسانه فناوری,سراسری,FA,IT,https://www.istna.ir/fa/rss/tp/1,فعال
335,ایران آی‌تی,Iran IT,رسانه فناوری,سراسری,FA,همه اخبار,https://www.itiran.com/rss,فعال
336,شبکه,Shabakeh,رسانه فناوری,سراسری,FA,همه اخبار,https://www.shabakeh-mag.com/rss,فعال
337,سینماپرس,Cinemapress,رسانه فرهنگی-هنری,سراسری,FA,همه اخبار,https://www.cinemapress.ir/rss,فعال
338,سینماپرس,Cinemapress,رسانه فرهنگی-هنری,سراسری,FA,سینما,https://www.cinemapress.ir/rss/tp/1,فعال
339,سینماپرس,Cinemapress,رسانه فرهنگی-هنری,سراسری,FA,تئاتر,https://www.cinemapress.ir/rss/tp/2,فعال
340,سینماخبر,Cinemakhabar,رسانه فرهنگی-هنری,سراسری,FA,همه اخبار,https://www.cinemakhabar.ir/rss,فعال
